location,timestamp,pm2_5,pm10,co,no2,o3,so2,aqi,air_quality
Bandung,2025-08-18 19:00:00,7.25,18.08,125.31,1.07,41.54,0.54,1.0,Good
Bandung,2025-08-18 20:00:00,6.94,14.67,130.91,1.14,41.51,0.57,1.0,Good
Bandung,2025-08-18 21:00:00,6.75,12.51,138.52,1.26,41.65,0.61,1.0,Good
Bandung,2025-08-18 22:00:00,6.65,11.36,144.14,1.34,41.97,0.64,1.0,Good
Bandung,2025-08-18 23:00:00,6.53,10.71,145.71,1.31,42.5,0.6,1.0,Good
Bandung,2025-08-19 00:00:00,6.32,10.17,144.4,1.23,43.07,0.54,1.0,Good
Bandung,2025-08-19 01:00:00,5.91,9.56,139.2,1.13,43.55,0.45,1.0,Good
Bandung,2025-08-19 02:00:00,5.48,9.14,132.37,1.0,44.09,0.36,1.0,Good
Bandung,2025-08-19 03:00:00,5.06,8.7,126.72,0.89,44.64,0.28,1.0,Good
Bandung,2025-08-19 04:00:00,4.77,8.4,123.32,0.78,45.14,0.23,1.0,Good
Bandung,2025-08-19 05:00:00,4.56,8.07,120.72,0.69,45.33,0.19,1.0,Good
Bandung,2025-08-19 06:00:00,4.39,7.79,117.76,0.6,45.29,0.17,1.0,Good
Bandung,2025-08-19 07:00:00,4.16,7.4,114.18,0.52,45.08,0.15,1.0,Good
Bandung,2025-08-19 08:00:00,3.97,7.14,111.33,0.48,44.74,0.14,1.0,Good
Bandung,2025-08-19 09:00:00,3.89,7.11,110.36,0.48,44.3,0.14,1.0,Good
Bandung,2025-08-19 10:00:00,3.9,7.33,111.76,0.56,43.8,0.15,1.0,Good
Bandung,2025-08-19 11:00:00,3.97,7.59,114.61,0.69,43.24,0.17,1.0,Good
Bandung,2025-08-19 12:00:00,4.04,7.65,117.52,0.78,42.99,0.18,1.0,Good
Bandung,2025-08-19 13:00:00,4.13,7.67,119.46,0.82,42.72,0.19,1.0,Good
Bandung,2025-08-19 14:00:00,4.22,7.62,120.72,0.8,42.61,0.18,1.0,Good
Bandung,2025-08-19 15:00:00,4.25,7.32,120.92,0.76,42.44,0.17,1.0,Good
Bandung,2025-08-19 16:00:00,4.2,6.76,121.77,0.74,42.33,0.16,1.0,Good
Bandung,2025-08-19 17:00:00,4.12,6.29,125.23,0.81,41.81,0.17,1.0,Good
Bandung,2025-08-19 18:00:00,4.03,5.9,131.58,0.92,41.27,0.19,1.0,Good
Bandung,2025-08-19 19:00:00,3.97,5.52,141.17,1.07,40.81,0.22,1.0,Good
Bandung,2025-08-19 20:00:00,4.07,5.37,152.62,1.22,40.4,0.25,1.0,Good
Bandung,2025-08-19 21:00:00,4.28,5.41,164.37,1.36,40.04,0.28,1.0,Good
Bandung,2025-08-19 22:00:00,4.44,5.43,171.68,1.42,39.61,0.29,1.0,Good
Bandung,2025-08-19 23:00:00,4.35,5.21,170.05,1.36,39.38,0.28,1.0,Good
Bandung,2025-08-20 00:00:00,4.09,4.85,162.92,1.24,39.19,0.25,1.0,Good
Bandung,2025-08-20 01:00:00,3.77,4.46,152.87,1.15,38.94,0.23,1.0,Good
Bandung,2025-08-20 02:00:00,3.57,4.22,145.48,1.08,38.8,0.21,1.0,Good
Bandung,2025-08-20 03:00:00,3.5,4.1,140.45,0.98,38.86,0.19,1.0,Good
Bandung,2025-08-20 04:00:00,3.78,4.34,136.3,0.69,40.47,0.17,1.0,Good
Bandung,2025-08-20 05:00:00,4.22,4.71,128.33,0.43,42.09,0.13,1.0,Good
Bandung,2025-08-20 06:00:00,4.38,4.8,117.55,0.28,42.39,0.1,1.0,Good
Bandung,2025-08-20 07:00:00,4.2,4.57,106.32,0.2,42.01,0.07,1.0,Good
Bandung,2025-08-20 08:00:00,3.86,4.25,97.21,0.17,41.11,0.05,1.0,Good
Bandung,2025-08-20 09:00:00,3.53,4.02,90.84,0.16,40.07,0.05,1.0,Good
Bandung,2025-08-20 10:00:00,3.25,3.9,87.56,0.17,39.59,0.05,1.0,Good
Bandung,2025-08-20 11:00:00,3.06,3.83,86.75,0.17,39.47,0.05,1.0,Good
Bandung,2025-08-20 12:00:00,2.97,3.82,85.86,0.16,39.23,0.05,1.0,Good
Bandung,2025-08-20 13:00:00,2.96,3.98,85.23,0.16,38.9,0.06,1.0,Good
Bandung,2025-08-20 14:00:00,2.97,4.21,84.45,0.17,38.67,0.06,1.0,Good
Bandung,2025-08-20 15:00:00,2.94,4.32,84.11,0.17,38.48,0.07,1.0,Good
Bandung,2025-08-20 16:00:00,2.82,4.02,85.13,0.2,38.28,0.08,1.0,Good
Bandung,2025-08-20 17:00:00,2.71,3.67,86.45,0.23,38.14,0.08,1.0,Good
Bandung,2025-08-20 18:00:00,2.68,3.51,88.21,0.26,38.05,0.08,1.0,Good
Bandung,2025-08-20 19:00:00,2.7,3.44,90.6,0.29,37.93,0.08,1.0,Good
Bandung,2025-08-20 20:00:00,2.79,3.49,94.49,0.34,37.87,0.08,1.0,Good
Bandung,2025-08-20 21:00:00,3.01,3.68,100.5,0.4,37.89,0.1,1.0,Good
Bandung,2025-08-20 22:00:00,3.35,4.07,107.43,0.47,37.99,0.11,1.0,Good
Bandung,2025-08-20 23:00:00,3.63,4.5,111.47,0.5,38.04,0.11,1.0,Good
Bandung,2025-08-21 00:00:00,3.78,4.85,112.91,0.51,38.12,0.11,1.0,Good
Bandung,2025-08-21 01:00:00,3.73,5.06,109.95,0.47,38.01,0.11,1.0,Good
Bandung,2025-08-21 02:00:00,3.73,5.14,107.03,0.41,37.99,0.1,1.0,Good
Bandung,2025-08-21 03:00:00,3.87,5.16,105.93,0.34,38.31,0.1,1.0,Good
Bandung,2025-08-21 04:00:00,4.08,5.14,104.78,0.25,38.96,0.08,1.0,Good
Bandung,2025-08-21 05:00:00,4.32,5.23,102.33,0.18,39.19,0.07,1.0,Good
Bandung,2025-08-21 06:00:00,4.53,5.31,99.06,0.14,38.96,0.06,1.0,Good
Bandung,2025-08-21 07:00:00,4.55,5.21,96.14,0.12,38.52,0.06,1.0,Good
Bandung,2025-08-21 08:00:00,4.45,5.18,94.5,0.14,37.59,0.06,1.0,Good
Bandung,2025-08-21 09:00:00,4.43,5.32,94.86,0.17,36.94,0.07,1.0,Good
Bandung,2025-08-21 10:00:00,4.4,5.46,96.66,0.2,36.67,0.08,1.0,Good
Bandung,2025-08-21 11:00:00,4.49,5.77,100.73,0.27,36.53,0.1,1.0,Good
Bandung,2025-08-21 12:00:00,4.87,6.34,110.44,0.46,36.72,0.16,1.0,Good
Bandung,2025-08-21 13:00:00,5.35,6.97,119.61,0.6,37.26,0.2,1.0,Good
Bandung,2025-08-21 14:00:00,5.71,7.45,124.01,0.62,37.96,0.21,1.0,Good
Bandung,2025-08-21 15:00:00,5.88,7.64,125.6,0.6,38.54,0.21,1.0,Good
Bandung,2025-08-21 16:00:00,5.87,7.48,129.09,0.65,39.05,0.23,1.0,Good
Bandung,2025-08-21 17:00:00,5.81,7.34,131.03,0.68,39.35,0.25,1.0,Good
Bandung,2025-08-21 18:00:00,5.64,7.13,129.67,0.67,39.46,0.26,1.0,Good
Bandung,2025-08-21 19:00:00,5.44,6.89,127.28,0.69,39.2,0.28,1.0,Good
Bandung,2025-08-21 20:00:00,5.29,6.69,125.88,0.71,38.72,0.29,1.0,Good
Bandung,2025-08-21 21:00:00,5.1,6.4,123.96,0.73,38.29,0.3,1.0,Good
Bandung,2025-08-21 22:00:00,5.01,6.31,122.67,0.74,37.92,0.29,1.0,Good
Bandung,2025-08-21 23:00:00,5.15,6.53,124.96,0.8,37.93,0.3,1.0,Good
Bandung,2025-08-22 00:00:00,5.52,6.99,131.55,0.92,38.25,0.32,1.0,Good
Bandung,2025-08-22 01:00:00,5.92,7.47,137.82,0.92,39.71,0.34,1.0,Good
Bandung,2025-08-22 02:00:00,6.2,7.82,137.72,0.76,42.18,0.32,1.0,Good
Bandung,2025-08-22 03:00:00,6.82,8.6,135.45,0.55,45.07,0.29,1.0,Good
Bandung,2025-08-22 04:00:00,7.46,9.76,131.5,0.35,46.38,0.24,1.0,Good
Bandung,2025-08-22 05:00:00,8.36,11.65,129.16,0.23,46.44,0.21,1.0,Good
Bandung,2025-08-22 06:00:00,9.48,14.01,129.1,0.17,46.28,0.21,1.0,Good
Bandung,2025-08-22 07:00:00,10.48,16.35,129.95,0.15,45.88,0.2,2.0,Fair
Bandung,2025-08-22 08:00:00,11.22,18.32,130.3,0.16,45.29,0.2,2.0,Fair
Bandung,2025-08-22 09:00:00,11.76,19.89,130.36,0.19,45.05,0.2,2.0,Fair
Bandung,2025-08-22 10:00:00,12.05,20.76,130.61,0.24,45.15,0.21,2.0,Fair
Bandung,2025-08-22 11:00:00,12.08,21.16,130.16,0.29,45.16,0.22,2.0,Fair
Bandung,2025-08-22 12:00:00,11.96,21.04,130.3,0.32,45.47,0.24,2.0,Fair
Bandung,2025-08-22 13:00:00,11.55,20.08,131.82,0.34,46.22,0.27,2.0,Fair
Bandung,2025-08-22 14:00:00,10.96,18.67,134.54,0.36,47.23,0.31,2.0,Fair
Bandung,2025-08-22 15:00:00,10.5,17.6,137.91,0.39,48.06,0.35,2.0,Fair
Bandung,2025-08-22 16:00:00,10.44,17.01,144.38,0.47,48.39,0.45,2.0,Fair
Bandung,2025-08-22 17:00:00,10.86,17.21,151.75,0.56,48.34,0.56,2.0,Fair
Bandung,2025-08-22 18:00:00,11.36,17.72,157.2,0.62,48.06,0.65,2.0,Fair
Bandung,2025-08-22 19:00:00,11.73,17.89,161.4,0.67,47.51,0.71,2.0,Fair
Bandung,2025-08-22 20:00:00,12.22,18.05,168.21,0.74,47.39,0.73,2.0,Fair
Bandung,2025-08-22 21:00:00,12.77,18.15,176.36,0.8,47.75,0.75,2.0,Fair
Bandung,2025-08-22 22:00:00,13.13,17.83,181.18,0.81,48.77,0.73,2.0,Fair
Bandung,2025-08-22 23:00:00,13.41,17.84,184.63,0.8,49.26,0.74,2.0,Fair
Bandung,2025-08-23 00:00:00,13.43,17.67,185.44,0.83,49.62,0.74,2.0,Fair
Bandung,2025-08-23 01:00:00,13.37,17.54,182.91,0.82,50.32,0.73,2.0,Fair
Bandung,2025-08-23 02:00:00,13.58,17.72,176.29,0.64,52.34,0.69,2.0,Fair
Bandung,2025-08-23 03:00:00,13.96,18.06,166.62,0.43,54.22,0.63,2.0,Fair
Bandung,2025-08-23 04:00:00,14.23,18.35,156.03,0.29,54.86,0.56,2.0,Fair
Bandung,2025-08-23 05:00:00,14.41,18.7,145.58,0.22,54.12,0.48,2.0,Fair
Bandung,2025-08-23 06:00:00,14.18,18.75,134.28,0.18,52.32,0.4,2.0,Fair
Bandung,2025-08-23 07:00:00,13.36,18.26,122.74,0.16,49.64,0.32,2.0,Fair
Bandung,2025-08-23 08:00:00,12.35,17.6,113.64,0.15,46.87,0.25,2.0,Fair
Bandung,2025-08-23 09:00:00,11.51,17.18,107.95,0.16,44.86,0.22,2.0,Fair
Bandung,2025-08-23 10:00:00,10.81,16.92,104.28,0.17,43.76,0.21,2.0,Fair
Bandung,2025-08-23 11:00:00,10.43,16.94,103.15,0.19,42.83,0.21,2.0,Fair
Bandung,2025-08-23 12:00:00,10.46,17.29,106.71,0.24,42.49,0.23,2.0,Fair
Bandung,2025-08-23 13:00:00,10.64,17.58,111.67,0.3,42.88,0.24,2.0,Fair
Bandung,2025-08-23 14:00:00,10.63,17.36,114.77,0.3,43.08,0.25,2.0,Fair
Bandung,2025-08-23 15:00:00,10.49,16.86,115.7,0.28,43.1,0.24,2.0,Fair
Bandung,2025-08-23 16:00:00,10.29,16.18,116.31,0.27,42.85,0.22,2.0,Fair
Bandung,2025-08-23 17:00:00,10.15,15.54,117.09,0.27,42.88,0.2,2.0,Fair
Bandung,2025-08-23 18:00:00,10.02,14.89,118.04,0.27,42.86,0.18,2.0,Fair
Bandung,2025-08-23 19:00:00,9.86,14.2,118.46,0.27,42.64,0.17,1.0,Good
Bandung,2025-08-23 20:00:00,9.72,13.58,119.22,0.27,42.5,0.16,1.0,Good
Bandung,2025-08-23 21:00:00,9.56,12.96,120.64,0.28,42.46,0.15,1.0,Good
Bandung,2025-08-23 22:00:00,9.39,12.38,123.09,0.29,42.42,0.16,1.0,Good
Bandung,2025-08-23 23:00:00,9.2,11.81,125.7,0.31,42.22,0.16,1.0,Good
Bandung,2025-08-24 00:00:00,9.06,11.37,128.49,0.34,42.11,0.17,1.0,Good
Bandung,2025-08-24 01:00:00,8.99,11.3,130.14,0.34,42.15,0.16,1.0,Good
Bandung,2025-08-24 02:00:00,9.04,11.61,129.06,0.28,42.64,0.16,1.0,Good
Bandung,2025-08-24 03:00:00,9.23,12.08,127.22,0.19,43.59,0.15,1.0,Good
Bandung,2025-08-24 04:00:00,9.36,12.52,125.73,0.11,44.64,0.13,1.0,Good
Bandung,2025-08-24 05:00:00,9.82,13.41,125.71,0.09,44.39,0.13,1.0,Good
Bandung,2025-08-24 06:00:00,10.29,14.34,125.57,0.08,43.64,0.12,2.0,Fair
Bandung,2025-08-24 07:00:00,10.55,15.05,125.97,0.07,42.88,0.12,2.0,Fair
Bandung,2025-08-24 08:00:00,10.55,15.37,126.49,0.07,42.34,0.11,2.0,Fair
Bandung,2025-08-24 09:00:00,10.39,15.43,127.36,0.09,42.3,0.1,2.0,Fair
Bandung,2025-08-24 10:00:00,10.13,15.33,129.35,0.12,42.61,0.09,2.0,Fair
Bandung,2025-08-24 11:00:00,9.84,15.14,131.31,0.16,42.88,0.09,1.0,Good
Bandung,2025-08-24 12:00:00,9.6,14.99,132.39,0.17,43.02,0.09,1.0,Good
Bandung,2025-08-24 13:00:00,9.38,14.71,131.96,0.18,42.86,0.09,1.0,Good
Bandung,2025-08-24 14:00:00,9.18,14.43,129.5,0.18,42.27,0.1,1.0,Good
Bandung,2025-08-24 15:00:00,8.95,14.23,125.57,0.18,41.38,0.1,1.0,Good
Bandung,2025-08-24 16:00:00,8.6,13.75,124.09,0.18,40.96,0.11,1.0,Good
Bandung,2025-08-24 17:00:00,8.18,12.95,130.13,0.2,42.5,0.11,1.0,Good
Bandung,2025-08-24 18:00:00,7.76,12.24,134.06,0.21,43.6,0.11,1.0,Good
Bandung,2025-08-24 19:00:00,7.33,11.55,133.58,0.21,43.62,0.11,1.0,Good
Bandung,2025-08-24 20:00:00,7.0,11.03,128.1,0.21,42.37,0.12,1.0,Good
Bandung,2025-08-24 21:00:00,6.75,10.54,124.55,0.22,41.56,0.13,1.0,Good
Bandung,2025-08-24 22:00:00,6.56,9.99,124.18,0.23,41.58,0.13,1.0,Good
Bandung,2025-08-24 23:00:00,6.44,9.6,126.71,0.25,42.48,0.12,1.0,Good
Bandung,2025-08-25 00:00:00,6.36,9.37,131.3,0.28,44.0,0.12,1.0,Good
Bandung,2025-08-25 01:00:00,6.32,9.59,136.33,0.28,45.76,0.12,1.0,Good
Bandung,2025-08-25 02:00:00,6.24,9.81,140.42,0.25,47.73,0.12,1.0,Good
Bandung,2025-08-25 03:00:00,6.16,9.87,142.34,0.19,49.47,0.11,1.0,Good
Bandung,2025-08-25 04:00:00,6.08,9.9,141.68,0.12,50.23,0.1,1.0,Good
Bandung,2025-08-25 05:00:00,6.05,10.09,139.21,0.09,49.58,0.1,1.0,Good
Bandung,2025-08-25 06:00:00,6.01,10.39,134.81,0.08,47.91,0.1,1.0,Good
Bandung,2025-08-25 07:00:00,5.89,10.68,129.02,0.07,45.73,0.1,1.0,Good
Bandung,2025-08-25 08:00:00,5.64,10.83,122.03,0.07,43.38,0.1,1.0,Good
Bandung,2025-08-25 09:00:00,5.33,10.9,114.98,0.08,41.31,0.11,1.0,Good
Bandung,2025-08-25 10:00:00,5.02,10.84,109.53,0.1,39.74,0.11,1.0,Good
Bandung,2025-08-25 11:00:00,4.71,10.68,105.93,0.12,38.62,0.11,1.0,Good
Bandung,2025-08-25 12:00:00,4.46,10.49,104.23,0.13,38.03,0.11,1.0,Good
Bandung,2025-08-25 13:00:00,4.25,10.11,105.17,0.12,38.35,0.11,1.0,Good
Bandung,2025-08-25 14:00:00,4.14,9.81,107.65,0.12,39.29,0.1,1.0,Good
Bandung,2025-08-25 15:00:00,4.12,9.76,108.07,0.11,39.67,0.1,1.0,Good
Bandung,2025-08-25 16:00:00,4.16,9.96,106.5,0.11,39.36,0.1,1.0,Good
Bandung,2025-08-25 17:00:00,4.26,10.45,104.16,0.12,38.73,0.11,1.0,Good
Bandung,2025-08-25 18:00:00,4.35,10.87,102.09,0.12,38.37,0.11,1.0,Good
Bandung,2025-08-25 19:00:00,4.38,11.13,100.25,0.11,38.05,0.11,1.0,Good
Bandung,2025-08-25 20:00:00,4.31,11.12,98.57,0.11,37.84,0.12,1.0,Good
Bandung,2025-08-25 21:00:00,4.16,10.93,97.06,0.11,37.68,0.12,1.0,Good
Bandung,2025-08-25 22:00:00,3.85,10.32,96.24,0.12,37.77,0.12,1.0,Good
Bandung,2025-08-25 23:00:00,3.5,9.68,95.38,0.13,37.96,0.12,1.0,Good
Bandung,2025-08-26 00:00:00,3.34,9.56,94.25,0.14,37.93,0.12,1.0,Good
Bandung,2025-08-26 01:00:00,3.3,9.46,92.58,0.13,37.71,0.12,1.0,Good
Bandung,2025-08-26 02:00:00,3.31,9.27,91.23,0.11,37.63,0.12,1.0,Good
Bandung,2025-08-26 03:00:00,3.31,9.14,89.89,0.08,37.53,0.12,1.0,Good
Bandung,2025-08-26 04:00:00,3.34,9.32,88.43,0.06,37.18,0.12,1.0,Good
Bandung,2025-08-26 05:00:00,3.46,9.93,87.08,0.06,36.61,0.12,1.0,Good
Bandung,2025-08-26 06:00:00,3.51,10.36,85.48,0.05,35.99,0.13,1.0,Good
Bandung,2025-08-26 07:00:00,3.5,10.63,84.25,0.05,35.43,0.13,1.0,Good
Bandung,2025-08-26 08:00:00,3.56,11.01,83.17,0.05,35.13,0.13,1.0,Good
Bandung,2025-08-26 09:00:00,3.76,11.73,82.41,0.06,35.33,0.14,1.0,Good
Bandung,2025-08-26 10:00:00,3.97,12.35,82.17,0.07,35.95,0.15,1.0,Good
Bandung,2025-08-26 11:00:00,3.99,12.3,81.87,0.1,36.51,0.15,1.0,Good
Bandung,2025-08-26 12:00:00,3.88,11.86,81.69,0.11,36.98,0.15,1.0,Good
Bandung,2025-08-26 13:00:00,3.75,11.24,81.52,0.11,37.32,0.15,1.0,Good
Bandung,2025-08-26 14:00:00,3.83,11.04,81.35,0.12,37.52,0.16,1.0,Good
Bandung,2025-08-26 15:00:00,4.02,11.11,81.07,0.13,37.64,0.17,1.0,Good
Bandung,2025-08-26 16:00:00,4.17,10.79,80.4,0.15,37.83,0.18,1.0,Good
Bandung,2025-08-26 17:00:00,4.34,10.29,79.13,0.17,38.51,0.19,1.0,Good
Bandung,2025-08-26 18:00:00,4.52,9.85,77.65,0.18,39.56,0.2,1.0,Good
Bandung,2025-08-26 19:00:00,4.75,9.74,76.04,0.19,40.85,0.2,1.0,Good
Bandung,2025-08-26 20:00:00,5.09,10.35,74.72,0.2,42.4,0.21,1.0,Good
Bandung,2025-08-26 21:00:00,5.49,11.41,73.85,0.22,43.96,0.22,1.0,Good
Bandung,2025-08-26 22:00:00,5.81,12.34,73.37,0.24,45.38,0.23,1.0,Good
Bandung,2025-08-26 23:00:00,5.94,12.7,73.22,0.25,46.66,0.23,1.0,Good
Bandung,2025-08-27 00:00:00,5.92,12.65,73.37,0.26,47.64,0.23,1.0,Good
Bandung,2025-08-27 01:00:00,5.79,12.36,73.37,0.24,48.38,0.23,1.0,Good
Bandung,2025-08-27 02:00:00,5.71,12.91,73.31,0.19,49.1,0.22,1.0,Good
Bandung,2025-08-27 03:00:00,5.69,13.99,73.2,0.13,49.56,0.22,1.0,Good
Bandung,2025-08-27 04:00:00,5.51,14.58,72.66,0.08,49.03,0.2,1.0,Good
Bandung,2025-08-27 05:00:00,5.12,14.47,72.39,0.06,47.67,0.18,1.0,Good
Bandung,2025-08-27 06:00:00,4.79,14.68,72.47,0.05,45.78,0.17,1.0,Good
Bandung,2025-08-27 07:00:00,4.54,15.24,72.99,0.05,43.98,0.17,1.0,Good
Bandung,2025-08-27 08:00:00,4.41,15.6,73.26,0.05,42.37,0.17,1.0,Good
Bandung,2025-08-27 09:00:00,4.29,15.36,73.26,0.06,41.37,0.17,1.0,Good
Bandung,2025-08-27 10:00:00,4.02,15.12,73.23,0.07,41.19,0.16,1.0,Good
Bandung,2025-08-27 11:00:00,3.71,14.6,72.8,0.09,41.52,0.15,1.0,Good
Bandung,2025-08-27 12:00:00,3.71,14.88,71.99,0.09,42.6,0.16,1.0,Good
Bandung,2025-08-27 13:00:00,3.81,14.06,70.57,0.09,44.41,0.16,1.0,Good
Bandung,2025-08-27 14:00:00,3.91,12.93,69.06,0.09,46.91,0.15,1.0,Good
Bandung,2025-08-27 15:00:00,3.91,12.15,67.64,0.08,49.64,0.15,1.0,Good
Bandung,2025-08-27 16:00:00,3.99,12.66,66.44,0.08,52.11,0.15,1.0,Good
Bandung,2025-08-27 17:00:00,4.26,13.91,65.64,0.08,54.6,0.16,1.0,Good
Bandung,2025-08-27 18:00:00,4.42,14.37,65.02,0.08,56.92,0.16,1.0,Good
Bandung,2025-08-27 19:00:00,4.4,14.18,64.65,0.07,58.88,0.16,1.0,Good
Bandung,2025-08-27 20:00:00,4.19,13.66,64.8,0.07,60.52,0.16,2.0,Fair
Bandung,2025-08-27 21:00:00,3.85,13.13,65.39,0.08,61.53,0.15,2.0,Fair
Bandung,2025-08-27 22:00:00,3.44,12.7,66.24,0.08,62.03,0.15,2.0,Fair
Bandung,2025-08-27 23:00:00,3.14,12.85,66.99,0.08,62.32,0.15,2.0,Fair
Bandung,2025-08-28 00:00:00,2.91,12.88,67.71,0.09,62.46,0.15,2.0,Fair
Bandung,2025-08-28 01:00:00,2.78,13.74,68.16,0.09,62.64,0.15,2.0,Fair
Bandung,2025-08-28 02:00:00,2.79,14.83,68.21,0.07,63.09,0.16,2.0,Fair
Bandung,2025-08-28 03:00:00,2.9,15.83,68.03,0.06,63.21,0.16,2.0,Fair
Bandung,2025-08-28 04:00:00,3.03,16.67,67.59,0.04,62.98,0.16,2.0,Fair
Bandung,2025-08-28 05:00:00,3.11,17.17,67.11,0.04,62.13,0.16,2.0,Fair
Bandung,2025-08-28 06:00:00,3.13,17.37,66.72,0.03,60.89,0.16,2.0,Fair
Bandung,2025-08-28 07:00:00,3.09,17.17,66.49,0.04,59.46,0.15,1.0,Good
Bandung,2025-08-28 08:00:00,2.95,16.38,66.31,0.04,58.04,0.15,1.0,Good
Bandung,2025-08-28 09:00:00,2.81,15.52,66.15,0.05,57.26,0.15,1.0,Good
Bandung,2025-08-28 10:00:00,2.72,14.95,66.34,0.07,57.36,0.15,1.0,Good
Bandung,2025-08-28 11:00:00,2.7,14.72,66.56,0.08,57.57,0.16,1.0,Good
Bandung,2025-08-28 12:00:00,2.73,14.81,66.75,0.08,57.44,0.16,1.0,Good
Bandung,2025-08-28 13:00:00,2.77,15.0,66.83,0.08,56.84,0.16,1.0,Good
Bandung,2025-08-28 14:00:00,2.84,15.42,66.98,0.07,56.14,0.16,1.0,Good
Bandung,2025-08-28 15:00:00,2.94,15.96,67.1,0.07,55.54,0.17,1.0,Good
Bandung,2025-08-28 16:00:00,3.04,15.48,66.91,0.07,54.72,0.17,1.0,Good
Bandung,2025-08-28 17:00:00,3.15,14.55,66.86,0.08,54.19,0.16,1.0,Good
Bandung,2025-08-28 18:00:00,3.26,13.96,66.58,0.08,54.16,0.16,1.0,Good
Bandung,2025-08-28 19:00:00,3.3,12.74,66.28,0.08,54.57,0.15,1.0,Good
Bandung,2025-08-28 20:00:00,3.33,11.43,66.08,0.07,55.54,0.15,1.0,Good
Bandung,2025-08-28 21:00:00,3.33,10.7,65.99,0.07,56.5,0.15,1.0,Good
Bandung,2025-08-28 22:00:00,3.25,10.66,65.83,0.07,57.31,0.14,1.0,Good
Bandung,2025-08-28 23:00:00,3.09,10.37,65.57,0.07,58.04,0.14,1.0,Good
Bandung,2025-08-29 00:00:00,2.92,9.87,65.47,0.07,58.9,0.14,1.0,Good
Bandung,2025-08-29 01:00:00,2.86,10.09,65.47,0.08,59.85,0.14,1.0,Good
Bandung,2025-08-29 02:00:00,2.9,10.78,65.62,0.07,60.69,0.14,2.0,Fair
Bandung,2025-08-29 03:00:00,3.03,11.82,65.55,0.05,61.78,0.15,2.0,Fair
Bandung,2025-08-29 04:00:00,3.17,12.81,65.32,0.04,62.31,0.15,2.0,Fair
Bandung,2025-08-29 05:00:00,3.26,13.44,65.13,0.04,62.21,0.16,2.0,Fair
Bandung,2025-08-29 06:00:00,3.21,13.26,64.96,0.04,61.13,0.16,2.0,Fair
Bandung,2025-08-29 07:00:00,3.14,13.65,65.03,0.04,59.62,0.16,1.0,Good
Bandung,2025-08-29 08:00:00,3.16,14.99,65.07,0.05,57.84,0.16,1.0,Good
Bandung,2025-08-29 09:00:00,3.25,16.36,65.2,0.06,56.47,0.17,1.0,Good
Bandung,2025-08-29 10:00:00,3.34,17.21,65.54,0.07,55.67,0.18,1.0,Good
Bandung,2025-08-29 11:00:00,3.42,17.6,65.82,0.09,55.11,0.18,1.0,Good
Bandung,2025-08-29 12:00:00,3.48,17.79,66.01,0.09,54.63,0.18,1.0,Good
Bandung,2025-08-29 13:00:00,3.5,17.72,66.08,0.09,54.34,0.18,1.0,Good
Bandung,2025-08-29 14:00:00,3.5,17.43,66.01,0.09,54.25,0.18,1.0,Good
Bandung,2025-08-29 15:00:00,3.4,16.72,65.94,0.08,54.25,0.18,1.0,Good
Bandung,2025-08-29 16:00:00,3.28,15.94,65.77,0.08,54.14,0.17,1.0,Good
Bandung,2025-08-29 17:00:00,3.19,15.35,65.72,0.07,53.86,0.17,1.0,Good
Bandung,2025-08-29 18:00:00,3.18,15.11,65.64,0.07,53.57,0.17,1.0,Good
Bandung,2025-08-29 19:00:00,3.21,15.05,65.49,0.07,53.19,0.17,1.0,Good
Bandung,2025-08-29 20:00:00,3.21,15.12,65.34,0.07,52.96,0.17,1.0,Good
Bandung,2025-08-29 21:00:00,3.17,15.05,65.28,0.07,52.79,0.17,1.0,Good
Bandung,2025-08-29 22:00:00,3.09,13.26,65.46,0.07,52.95,0.17,1.0,Good
Bandung,2025-08-29 23:00:00,3.02,11.55,65.58,0.07,53.13,0.16,1.0,Good
Bandung,2025-08-30 00:00:00,3.04,10.99,65.82,0.08,53.36,0.16,1.0,Good
Bandung,2025-08-30 01:00:00,3.12,11.12,65.75,0.09,53.2,0.16,1.0,Good
Bandung,2025-08-30 02:00:00,3.26,11.31,65.92,0.09,53.1,0.16,1.0,Good
Bandung,2025-08-30 03:00:00,3.39,11.36,65.93,0.09,52.99,0.16,1.0,Good
Bandung,2025-08-30 04:00:00,3.48,11.1,65.88,0.08,52.78,0.16,1.0,Good
Bandung,2025-08-30 05:00:00,3.53,10.45,65.69,0.07,52.29,0.15,1.0,Good
Bandung,2025-08-30 06:00:00,3.57,9.85,65.39,0.06,51.74,0.14,1.0,Good
Bandung,2025-08-30 07:00:00,3.62,9.78,65.27,0.05,51.13,0.14,1.0,Good
Bandung,2025-08-30 08:00:00,3.67,10.26,65.2,0.06,50.44,0.14,1.0,Good
Bandung,2025-08-30 09:00:00,3.72,10.89,65.37,0.06,49.7,0.14,1.0,Good
Bandung,2025-08-30 10:00:00,3.8,12.52,65.72,0.07,48.94,0.15,1.0,Good
Bandung,2025-08-30 11:00:00,3.97,15.26,65.92,0.08,48.12,0.17,1.0,Good
Bandung,2025-08-30 12:00:00,4.21,18.03,66.07,0.08,47.27,0.18,1.0,Good
Bandung,2025-08-30 13:00:00,4.4,19.9,66.54,0.08,46.32,0.19,1.0,Good
